UNIT NBR;MOVE KIND;CARRIER VISIT;CA;LOAI PTVT;LOAI CAU BEN;STS QUAY;TIME STS QUAY;GAP DELAY;REASON;TIME COMPLETED;PUT CHE NAME;TIME OF FETCH;FETCH CHE NAME;CARRY CHE NAME;FROM POSITION;TO POSITION;UNIT TYPE ISO;UNIT VGM VERIFIED;LINE OP;STS YARD;STS YARD TIME;STS CARRY;STS CARRY START TIME;STS CARRY END TIME;RESTOW REASON
HAMU1029169;DISCHARGE;AT15W22A78;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 16:08:30;1;;2026-05-28 16:20:30;RTG10;2026-05-28 16:08:30;QC02;TT13;V-AT15W22A78-999999;Y-CMIT-3D21B.3;22G1;FCL;HLC;RTG10;28/16:20;TT13;2026-05-28 16:08:30;2026-05-28 16:20:30;
MSKU1338929;SHIFTING;;D1 28/05/2026;;YARD;;2026-05-28 16:19:30;;;2026-05-28 16:19:30;RTG12;2026-05-28 16:18:30;RTG12;RTG12;Y-CMIT-2H14D.2;Y-CMIT-2H14E.3;45G1;FCL;MAE;RTG12;28/16:19;;;;
MNBU9181285;DISCHARGE;TN18W22A76;D1 28/05/2026;BARGE;CMIT QUAY;QC01;2026-05-28 16:14:30;3;;2026-05-28 16:19:30;RTG02;2026-05-28 16:14:30;QC01;TT18;V-TN18W22A76-999999;Y-CMIT-3G22D.2;45R1;FCL;MAE;RTG02;28/16:19;TT18;2026-05-28 16:14:30;2026-05-28 16:19:30;
HAMU1428739;DISCHARGE;TN09W22A84;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 16:12:30;1;;2026-05-28 16:19:30;RTG05;2026-05-28 16:12:30;QC04;TT25;V-TN09W22A84-999999;Y-CMIT-3H34A.2;45G1;FCL;HLC;RTG05;28/16:19;TT25;2026-05-28 16:12:30;2026-05-28 16:19:30;
CRSU1078951;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 16:09:30;;;2026-05-28 16:19:30;RTG11;2026-05-28 16:09:30;QC05;TT36;V-MBK17N-090604;Y-CMIT-4C25F.2;22G1;FCL;ZIM;RTG11;28/16:19;TT36;2026-05-28 16:09:30;2026-05-28 16:19:30;
BSIU2809985;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 16:11:30;2;;2026-05-28 16:19:30;RTG14;2026-05-28 16:11:30;QC05;TT11;V-MBK17N-110602;Y-CMIT-4E11B.1;22G1;FCL;ZIM;RTG14;28/16:19;TT11;2026-05-28 16:11:30;2026-05-28 16:19:30;
ZCSU8664177;LOAD;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC06;2026-05-28 16:18:30;3;;2026-05-28 16:18:30;QC06;2026-05-28 16:05:30;RTG07;TT39;Y-CMIT-3B12B.2;V-MBK17N-300582;45G1;FCL;ZIM;RTG07;28/16:05;TT39;2026-05-28 16:05:30;2026-05-28 16:18:30;
MSKU5807691;DISCHARGE;AT15W22A78;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 16:05:30;1;;2026-05-28 16:18:30;RTG15;2026-05-28 16:05:30;QC02;TT35;V-AT15W22A78-999999;Y-CMIT-2E29D.2;22G1;FCL;MAE;RTG15;28/16:18;TT35;2026-05-28 16:05:30;2026-05-28 16:18:30;
UACU5937887;DISCHARGE;TN18W22A76;D1 28/05/2026;BARGE;CMIT QUAY;QC01;2026-05-28 16:08:30;1;;2026-05-28 16:18:30;RTG05;2026-05-28 16:08:30;QC01;TT07;V-TN18W22A76-999999;Y-CMIT-3H34B.4;45G1;FCL;HLC;RTG05;28/16:18;TT07;2026-05-28 16:08:30;2026-05-28 16:18:30;
CAIU3667935;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 16:11:30;;;2026-05-28 16:17:30;RTG14;2026-05-28 16:11:30;QC05;TT11;V-MBK17N-090602;Y-CMIT-4E11E.1;22G1;FCL;ZIM;RTG14;28/16:17;TT11;2026-05-28 16:11:30;2026-05-28 16:17:30;
HLBU3349618;DISCHARGE;TN09W22A84;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 16:11:30;2;;2026-05-28 16:17:30;RTG10;2026-05-28 16:11:30;QC04;TT15;V-TN09W22A84-999999;Y-CMIT-4D10A.3;45G1;FCL;HLC;RTG10;28/16:17;TT15;2026-05-28 16:11:30;2026-05-28 16:17:30;
HAMU2188530;DISCHARGE;TN09W22A84;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 16:13:30;1;;2026-05-28 16:16:30;RTG08;2026-05-28 16:13:30;QC04;TT40;V-TN09W22A84-999999;Y-CMIT-4A22E.2;45G1;FCL;HLC;RTG08;28/16:16;TT40;2026-05-28 16:13:30;2026-05-28 16:16:30;
CAIU8281117;SHIFTING;;D1 28/05/2026;;YARD;;2026-05-28 16:16:30;;;2026-05-28 16:16:30;RTG01;2026-05-28 16:16:30;RTG01;RTG01;Y-CMIT-2J16G.3;Y-CMIT-2J16F.1;45G1;FCL;MAE;RTG01;28/16:16;;;;
TCLU2343100;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 16:06:30;5;WAITING;2026-05-28 16:16:30;RTG11;2026-05-28 16:06:30;QC05;TT10;V-MBK17N-110606;Y-CMIT-4C25F.1;22G1;FCL;ZIM;RTG11;28/16:16;TT10;2026-05-28 16:06:30;2026-05-28 16:16:30;
CAAU4669626;GATE OUT;72H05741;D1 28/05/2026;;GATE;;2026-05-28 16:16:30;;;2026-05-28 16:16:30;;2026-05-28 16:13:30;RTG12;;Y-CMIT-1H02D.1;T-72H05741-TIP-S;45G1;FCL;MAE;RTG12;28/16:16;;;;
DRYU9661067;LOAD;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC06;2026-05-28 16:15:30;3;;2026-05-28 16:15:30;QC06;2026-05-28 16:04:30;RTG07;TT24;Y-CMIT-3B12B.3;V-MBK17N-300682;45G0;FCL;ZIM;RTG07;28/16:04;TT24;2026-05-28 16:04:30;2026-05-28 16:15:30;
HAMU2578456;DISCHARGE;TN18W22A76;D1 28/05/2026;BARGE;CMIT QUAY;QC01;2026-05-28 16:11:30;3;;2026-05-28 16:15:30;RTG13;2026-05-28 16:11:30;QC01;TT41;V-TN18W22A76-999999;Y-CMIT-2A30F.3;45G1;FCL;HLC;RTG13;28/16:15;TT41;2026-05-28 16:11:30;2026-05-28 16:15:30;
SEGU2682531;DISCHARGE;AT15W22A78;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 16:07:30;2;;2026-05-28 16:15:30;RTG15;2026-05-28 16:07:30;QC02;TT35;V-AT15W22A78-999999;Y-CMIT-2E29B.2;22G1;FCL;HLC;RTG15;28/16:15;TT35;2026-05-28 16:07:30;2026-05-28 16:15:30;
FCIU9089088;DISCHARGE;TN09W22A84;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 16:09:30;2;;2026-05-28 16:15:30;RTG05;2026-05-28 16:09:30;QC04;TT21;V-TN09W22A84-999999;Y-CMIT-3H34G.1;45G1;FCL;HLC;RTG05;28/16:15;TT21;2026-05-28 16:09:30;2026-05-28 16:15:30;
HAMU1381293;DISCHARGE;TN09W22A84;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 16:07:30;2;;2026-05-28 16:15:30;RTG10;2026-05-28 16:07:30;QC04;TT04;V-TN09W22A84-999999;Y-CMIT-4D10G.2;45G1;FCL;HLC;RTG10;28/16:15;TT04;2026-05-28 16:07:30;2026-05-28 16:15:30;
TCKU6741249;GATE OUT;72H05748;D1 28/05/2026;;GATE;;2026-05-28 16:14:30;;;2026-05-28 16:14:30;;2026-05-28 16:11:30;RTG01;;Y-CMIT-2J16F.1;T-72H05748-TIP-S;45G1;FCL;MAE;RTG01;28/16:14;;;;
HAMU1848876;DISCHARGE;TN09W22A84;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 16:05:30;1;;2026-05-28 16:13:30;RTG10;2026-05-28 16:05:30;QC04;TT31;V-TN09W22A84-999999;Y-CMIT-4D10B.3;45G1;FCL;HLC;RTG10;28/16:13;TT31;2026-05-28 16:05:30;2026-05-28 16:13:30;
HASU1465190;DISCHARGE;AT15W22A78;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 16:03:30;2;;2026-05-28 16:13:30;RTG15;2026-05-28 16:03:30;QC02;TT14;V-AT15W22A78-999999;Y-CMIT-2E29D.1;22G1;FCL;MAE;RTG15;28/16:13;TT14;2026-05-28 16:03:30;2026-05-28 16:13:30;
BSIU2973279;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 16:06:30;;;2026-05-28 16:13:30;RTG11;2026-05-28 16:06:30;QC05;TT10;V-MBK17N-090606;Y-CMIT-4C25E.3;22G1;FCL;ZIM;RTG11;28/16:13;TT10;2026-05-28 16:06:30;2026-05-28 16:13:30;
JZPU1092437;LOAD;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC06;2026-05-28 16:12:30;11;WAITING;2026-05-28 16:12:30;QC06;2026-05-28 16:03:30;RTG11;TT43;Y-CMIT-3C39D.2;V-MBK17N-290182;22G1;FCL;ZIM;RTG11;28/16:03;TT43;2026-05-28 16:03:30;2026-05-28 16:12:30;
ZCLU9913730;LOAD;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC06;2026-05-28 16:12:30;;;2026-05-28 16:12:30;QC06;2026-05-28 15:58:30;RTG02;TT43;Y-CMIT-3G17A.1;V-MBK17N-310182;22R1;FCL;ZIM;RTG02;28/15:58;TT43;2026-05-28 15:58:30;2026-05-28 16:12:30;
MRSU4462662;DISCHARGE;TN09W22A84;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 16:09:30;;;2026-05-28 16:12:30;RTG13;2026-05-28 16:09:30;QC04;TT40;V-TN09W22A84-999999;Y-CMIT-2A38D.3;45G1;FCL;MAE;RTG13;28/16:12;TT40;2026-05-28 16:09:30;2026-05-28 16:12:30;
MNBU3027020;DISCHARGE;TN18W22A76;D1 28/05/2026;BARGE;CMIT QUAY;QC01;2026-05-28 16:07:30;4;WAITING;2026-05-28 16:12:30;RTG02;2026-05-28 16:07:30;QC01;TT16;V-TN18W22A76-999999;Y-CMIT-3G22D.1;45R1;FCL;MAE;RTG02;28/16:12;TT16;2026-05-28 16:07:30;2026-05-28 16:12:30;
BEAU4931842;GATE IN;72E00551;D1 28/05/2026;;GATE;;2026-05-28 16:11:30;;;2026-05-28 16:11:30;RTG14;;;;T-72E00551-TIP;Y-CMIT-4E18D.5;45G1;FCL;HLC;RTG14;28/16:11;;;;
FFAU7461100;SHIFTING;;D1 28/05/2026;;YARD;;2026-05-28 16:11:30;;;2026-05-28 16:11:30;RTG01;2026-05-28 16:10:30;RTG01;RTG01;Y-CMIT-2J16F.2;Y-CMIT-2J16D.3;45G1;FCL;MAE;RTG01;28/16:11;;;;
OTPU6636198;LOAD;SPC02W22A80L;D1 28/05/2026;BARGE;CMIT QUAY;QC07;2026-05-28 16:11:30;1;;2026-05-28 16:11:30;QC07;2026-05-28 16:07:30;RTG09;TT08;Y-CMIT-2L24G.1;V-SPC02W22A80L-021872;45R1;FCL;RCL;RTG09;28/16:07;TT08;2026-05-28 16:07:30;2026-05-28 16:11:30;
CAAU4192580;LOAD;SPC02W22A80L;D1 28/05/2026;BARGE;CMIT QUAY;QC07;2026-05-28 16:10:30;3;;2026-05-28 16:10:30;QC07;2026-05-28 16:06:30;UN03;TT09;Y-CMIT-2M42H.1;V-SPC02W22A80L-022274;45R1;FCL;RCL;UN03;28/16:06;TT09;2026-05-28 16:06:30;2026-05-28 16:10:30;
PHLU2102181;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 16:01:30;2;;2026-05-28 16:10:30;RTG11;2026-05-28 16:01:30;QC05;TT27;V-MBK17N-110706;Y-CMIT-4C25G.2;22G1;FCL;ZIM;RTG11;28/16:10;TT27;2026-05-28 16:01:30;2026-05-28 16:10:30;
MSKU5127858;DISCHARGE;AT15W22A78;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 15:59:30;2;;2026-05-28 16:10:30;RTG10;2026-05-28 15:59:30;QC02;TT33;V-AT15W22A78-999999;Y-CMIT-3D21C.3;22G1;FCL;MAE;RTG10;28/16:10;TT33;2026-05-28 15:59:30;2026-05-28 16:10:30;
TGCU2102802;DISCHARGE;AT15W22A78;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 16:04:30;1;;2026-05-28 16:10:30;RTG15;2026-05-28 16:04:30;QC02;TT14;V-AT15W22A78-999999;Y-CMIT-2E29A.2;22G1;FCL;HLC;RTG15;28/16:10;TT14;2026-05-28 16:04:30;2026-05-28 16:10:30;
MRSU3005039;SHIFTING;;D1 28/05/2026;;YARD;;2026-05-28 16:09:30;;;2026-05-28 16:09:30;RTG01;2026-05-28 16:08:30;RTG01;RTG01;Y-CMIT-2J16F.3;Y-CMIT-2J16D.2;45G1;FCL;MAE;RTG01;28/16:09;;;;
GCXU6159163;DISCHARGE;TN09W22A84;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 16:04:30;4;WAITING;2026-05-28 16:08:30;RTG12;2026-05-28 16:04:30;QC04;TT03;V-TN09W22A84-999999;Y-CMIT-3H30E.1;45G1;FCL;HLC;RTG12;28/16:08;TT03;2026-05-28 16:04:30;2026-05-28 16:08:30;
MSKU7567959;DISCHARGE;AT15W22A78;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 16:01:30;2;;2026-05-28 16:08:30;RTG10;2026-05-28 16:01:30;QC02;TT33;V-AT15W22A78-999999;Y-CMIT-3D21C.2;22G1;FCL;MAE;RTG10;28/16:08;TT33;2026-05-28 16:01:30;2026-05-28 16:08:30;
CAAU8191617;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 15:58:30;2;;2026-05-28 16:08:30;RTG05;2026-05-28 15:58:30;QC05;TT18;V-MBK17N-101010;Y-CMIT-4H30A.3;45G1;FCL;ZIM;RTG05;28/16:08;TT18;2026-05-28 15:58:30;2026-05-28 16:08:30;
JXJU3456143;GATE IN;50H24645;D1 28/05/2026;;GATE;;2026-05-28 16:08:30;;;2026-05-28 16:08:30;RTG14;;;;T-50H24645-TIP;Y-CMIT-4E11G.1;22G1;FCL;ZIM;RTG14;28/16:08;;;;
MRKU3939064;GATE OUT;61C29268;D1 28/05/2026;;GATE;;2026-05-28 16:08:30;;;2026-05-28 16:08:30;;2026-05-28 16:08:30;UN03;;Y-CMIT-2M34B.2;T-61C29268-TIP-S;45G1;MTY;MAE;UN03;28/16:08;;;;
MNBU4211962;DISCHARGE;TN18W22A76;D1 28/05/2026;BARGE;CMIT QUAY;QC01;2026-05-28 16:03:30;6;WAITING;2026-05-28 16:08:30;RTG02;2026-05-28 16:03:30;QC01;TT30;V-TN18W22A76-999999;Y-CMIT-3G22C.4;45R1;FCL;MAE;RTG02;28/16:08;TT30;2026-05-28 16:03:30;2026-05-28 16:08:30;
CAAU4210133;LOAD;SPC02W22A80L;D1 28/05/2026;BARGE;CMIT QUAY;QC07;2026-05-28 16:07:30;2;;2026-05-28 16:07:30;QC07;2026-05-28 15:58:30;UN03;TT25;Y-CMIT-2M42H.2;V-SPC02W22A80L-020472;45R1;FCL;RCL;UN03;28/15:58;TT25;2026-05-28 15:58:30;2026-05-28 16:07:30;
BSIU2966963;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 16:01:30;;;2026-05-28 16:07:30;RTG11;2026-05-28 16:01:30;QC05;TT27;V-MBK17N-090706;Y-CMIT-4C25E.2;22G1;FCL;ZIM;RTG11;28/16:07;TT27;2026-05-28 16:01:30;2026-05-28 16:07:30;
HLBU2278274;DISCHARGE;AT15W22A78;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 15:52:30;1;;2026-05-28 16:07:30;RTG10;2026-05-28 15:52:30;QC02;TT01;V-AT15W22A78-999999;Y-CMIT-3D21B.2;22G1;FCL;HLC;RTG10;28/16:07;TT01;2026-05-28 15:52:30;2026-05-28 16:07:30;
MRSU3388745;DISCHARGE;TN09W22A84;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 16:00:30;1;;2026-05-28 16:06:30;RTG15;2026-05-28 16:00:30;QC04;TT15;V-TN09W22A84-999999;Y-CMIT-2E16B.4;45G1;FCL;MAE;RTG15;28/16:06;TT15;2026-05-28 16:00:30;2026-05-28 16:06:30;
CAAU4199163;LOAD;SPC02W22A80L;D1 28/05/2026;BARGE;CMIT QUAY;QC07;2026-05-28 16:05:30;1;;2026-05-28 16:05:30;QC07;2026-05-28 15:56:30;UN03;TT13;Y-CMIT-2M42H.3;V-SPC02W22A80L-020672;45R1;FCL;RCL;UN03;28/15:56;TT13;2026-05-28 15:56:30;2026-05-28 16:05:30;
UACU5578468;DISCHARGE;TN09W22A84;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 15:59:30;1;;2026-05-28 16:05:30;RTG14;2026-05-28 15:59:30;QC04;TT41;V-TN09W22A84-999999;Y-CMIT-4E14F.3;45G1;FCL;HLC;RTG14;28/16:05;TT41;2026-05-28 15:59:30;2026-05-28 16:05:30;
MSKU5464078;DISCHARGE;AT15W22A78;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 15:56:30;2;;2026-05-28 16:05:30;RTG13;2026-05-28 15:56:30;QC02;TT23;V-AT15W22A78-999999;Y-CMIT-2A13G.4;22G1;FCL;MAE;RTG13;28/16:05;TT23;2026-05-28 15:56:30;2026-05-28 16:05:30;
TEMU4999455;DISCHARGE;AT15W22A78;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 15:54:30;2;;2026-05-28 16:05:30;RTG10;2026-05-28 15:54:30;QC02;TT01;V-AT15W22A78-999999;Y-CMIT-3D21B.1;22G1;FCL;MAE;RTG10;28/16:05;TT01;2026-05-28 15:54:30;2026-05-28 16:05:30;
FANU1430640;DISCHARGE;TN18W22A76;D1 28/05/2026;BARGE;CMIT QUAY;QC01;2026-05-28 15:57:30;3;;2026-05-28 16:04:30;RTG12;2026-05-28 15:57:30;QC01;TT29;V-TN18W22A76-999999;Y-CMIT-3H34B.3;45G1;FCL;HLC;RTG12;28/16:04;TT29;2026-05-28 15:57:30;2026-05-28 16:04:30;
SZLU9773133;LOAD;SPC02W22A80L;D1 28/05/2026;BARGE;CMIT QUAY;QC07;2026-05-28 16:04:30;2;;2026-05-28 16:04:30;QC07;2026-05-28 15:56:30;RTG09;TT34;Y-CMIT-2L24F.1;V-SPC02W22A80L-022072;45R1;FCL;RCL;RTG09;28/15:56;TT34;2026-05-28 15:56:30;2026-05-28 16:04:30;
JXLU4439286;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 15:59:30;1;;2026-05-28 16:03:30;RS01;2026-05-28 15:59:30;QC05;TT42;V-MBK17N-101008;Y-CMIT-3L34D.2;45G1;FCL;ZIM;RS01;28/16:03;TT42;2026-05-28 15:59:30;2026-05-28 16:03:30;
HLBU8237035;GATE OUT;50E73075;D1 28/05/2026;;GATE;;2026-05-28 16:02:30;;;2026-05-28 16:02:30;;2026-05-28 16:02:30;RTG02;;Y-CMIT-1G23A.1;T-50E73075-TIP-S;22U1;MTY;HLC;RTG02;28/16:02;;;;
TTNU1066696;DISCHARGE;AT15W22A78;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 15:57:30;1;;2026-05-28 16:02:30;RTG13;2026-05-28 15:57:30;QC02;TT23;V-AT15W22A78-999999;Y-CMIT-2A13F.2;22G1;FCL;MAE;RTG13;28/16:02;TT23;2026-05-28 15:57:30;2026-05-28 16:02:30;
HAMU4492813;DISCHARGE;TN09W22A84;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 15:58:30;2;;2026-05-28 16:02:30;RTG10;2026-05-28 15:58:30;QC04;TT21;V-TN09W22A84-999999;Y-CMIT-4D10A.2;45G1;FCL;HLC;RTG10;28/16:02;TT21;2026-05-28 15:58:30;2026-05-28 16:02:30;
CAAU4200768;LOAD;SPC02W22A80L;D1 28/05/2026;BARGE;CMIT QUAY;QC07;2026-05-28 16:02:30;6;WAITING;2026-05-28 16:02:30;QC07;2026-05-28 15:52:30;RTG09;TT09;Y-CMIT-2L24G.2;V-SPC02W22A80L-022272;45R1;FCL;RCL;RTG09;28/15:52;TT09;2026-05-28 15:52:30;2026-05-28 16:02:30;
JXLU4716591;LOAD;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC06;2026-05-28 16:01:30;1;;2026-05-28 16:01:30;QC06;2026-05-28 15:59:30;RTG14;TT39;Y-CMIT-3E38E.1;V-MBK17N-300810;45G1;FCL;ZIM;RTG14;28/15:59;TT39;2026-05-28 15:59:30;2026-05-28 16:01:30;
ZCSU6562854;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 15:54:30;2;;2026-05-28 16:01:30;RTG05;2026-05-28 15:54:30;QC05;TT36;V-MBK17N-100810;Y-CMIT-4H30A.2;45G1;FCL;ZIM;RTG05;28/16:01;TT36;2026-05-28 15:54:30;2026-05-28 16:01:30;
MRSU8922848;DISCHARGE;TN09W22A84;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 15:56:30;;;2026-05-28 16:01:30;RTG12;2026-05-28 15:56:30;QC04;TT40;V-TN09W22A84-999999;Y-CMIT-3H06C.4;45G1;FCL;MAE;RTG12;28/16:01;TT40;2026-05-28 15:56:30;2026-05-28 16:01:30;
JXLU6150728;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 15:56:30;2;;2026-05-28 16:01:30;RS01;2026-05-28 15:56:30;QC05;TT12;V-MBK17N-100808;Y-CMIT-3L34D.1;45G1;FCL;ZIM;RS01;28/16:01;TT12;2026-05-28 15:56:30;2026-05-28 16:01:30;
MRKU7550553;DISCHARGE;AT15W22A78;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 15:49:30;2;;2026-05-28 16:01:30;RTG03;2026-05-28 15:49:30;QC02;TT08;V-AT15W22A78-999999;Y-CMIT-3F07G.1;22G1;FCL;MAE;RTG03;28/16:01;TT08;2026-05-28 15:49:30;2026-05-28 16:01:30;
ZCSU2630924;LOAD;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC06;2026-05-28 16:00:30;1;;2026-05-28 16:00:30;QC06;2026-05-28 15:56:30;RTG07;TT24;Y-CMIT-3B38B.1;V-MBK17N-300808;42G1;FCL;ZIM;RTG07;28/15:56;TT24;2026-05-28 15:56:30;2026-05-28 16:00:30;
TGBU5778037;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 15:52:30;3;;2026-05-28 16:00:30;RTG05;2026-05-28 15:52:30;QC05;TT11;V-MBK17N-100608;Y-CMIT-4H30A.1;45G1;FCL;ZIM;RTG05;28/16:00;TT11;2026-05-28 15:52:30;2026-05-28 16:00:30;
JXLU4700867;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 15:44:30;2;;2026-05-28 16:00:30;RTG08;2026-05-28 15:44:30;QC05;TT10;V-MBK17N-100908;Y-CMIT-4A18G.4;45G1;FCL;ZIM;RTG08;28/16:00;TT10;2026-05-28 15:44:30;2026-05-28 16:00:30;
FANU3821032;DISCHARGE;TN18W22A76;D1 28/05/2026;BARGE;CMIT QUAY;QC01;2026-05-28 15:54:30;2;;2026-05-28 15:59:30;RTG12;2026-05-28 15:54:30;QC01;TT04;V-TN18W22A76-999999;Y-CMIT-3H06B.4;45G1;FCL;HLC;RTG12;28/15:59;TT04;2026-05-28 15:54:30;2026-05-28 15:59:30;
MRKU2803263;GATE OUT;72H05747;D1 28/05/2026;;GATE;;2026-05-28 15:59:30;;;2026-05-28 15:59:30;;2026-05-28 15:57:30;RTG01;;Y-CMIT-2J16D.2;T-72H05747-TIP-S;45G1;FCL;MAE;RTG01;28/15:59;;;;
ZCSU7619208;LOAD;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC06;2026-05-28 15:59:30;2;;2026-05-28 15:59:30;QC06;2026-05-28 15:54:30;RTG14;TT37;Y-CMIT-3E38E.2;V-MBK17N-301010;45G1;FCL;ZIM;RTG14;28/15:54;TT37;2026-05-28 15:54:30;2026-05-28 15:59:30;
ZCSU7093690;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 15:49:30;1;;2026-05-28 15:59:30;RTG05;2026-05-28 15:49:30;QC05;TT27;V-MBK17N-100610;Y-CMIT-4H30B.1;45G1;FCL;ZIM;RTG05;28/15:59;TT27;2026-05-28 15:49:30;2026-05-28 15:59:30;
UACU5360352;SHIFTING;;D1 28/05/2026;;YARD;;2026-05-28 15:58:30;;;2026-05-28 15:58:30;RTG07;2026-05-28 15:57:30;RTG07;RTG07;Y-CMIT-3B38A.3;Y-CMIT-3B38B.1;45G1;FCL;HLC;RTG07;28/15:58;;;;
HAMU2851658;DISCHARGE;TN18W22A76;D1 28/05/2026;BARGE;CMIT QUAY;QC01;2026-05-28 15:52:30;3;;2026-05-28 15:58:30;RTG15;2026-05-28 15:52:30;QC01;TT16;V-TN18W22A76-999999;Y-CMIT-2E32B.4;45G1;FCL;HLC;RTG15;28/15:58;TT16;2026-05-28 15:52:30;2026-05-28 15:58:30;
ZCSU7939238;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 15:48:30;2;;2026-05-28 15:58:30;RTG08;2026-05-28 15:48:30;QC05;TT42;V-MBK17N-100508;Y-CMIT-4A18G.3;45G1;FCL;ZIM;RTG08;28/15:58;TT42;2026-05-28 15:48:30;2026-05-28 15:58:30;
TCLU6613590;LOAD;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC06;2026-05-28 15:57:30;1;;2026-05-28 15:57:30;QC06;2026-05-28 15:49:30;RTG14;TT19;Y-CMIT-3E38E.3;V-MBK17N-300608;45G1;FCL;ZIM;RTG14;28/15:49;TT19;2026-05-28 15:49:30;2026-05-28 15:57:30;
TRLU9099930;DISCHARGE;AT15W22A78;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 15:51:30;2;;2026-05-28 15:57:30;RTG03;2026-05-28 15:51:30;QC02;TT08;V-AT15W22A78-999999;Y-CMIT-3F07E.3;22G1;FCL;MAE;RTG03;28/15:57;TT08;2026-05-28 15:51:30;2026-05-28 15:57:30;
CAIU8281117;SHIFTING;;D1 28/05/2026;;YARD;;2026-05-28 15:56:30;;;2026-05-28 15:56:30;RTG01;2026-05-28 15:55:30;RTG01;RTG01;Y-CMIT-2J16D.3;Y-CMIT-2J16G.3;45G1;FCL;MAE;RTG01;28/15:56;;;;
OTPU1005369;LOAD;SPC02W22A80L;D1 28/05/2026;BARGE;CMIT QUAY;QC07;2026-05-28 15:56:30;2;;2026-05-28 15:56:30;QC07;2026-05-28 15:46:30;UN03;TT02;Y-CMIT-2M42G.2;V-SPC02W22A80L-021072;45R1;FCL;RCL;UN03;28/15:46;TT02;2026-05-28 15:46:30;2026-05-28 15:56:30;
